IMDB ID,Title,Popularity Ranking,Episodes,Runtime,Show Type,Country of Origin,Language,Plot unknown. Sequel to the 2019 film 'Knives Out'.,Summary,IMDB Rating,Number of Votes,genres
tt11970572, The Midnight Gospel,"8,106",,21,TV Episode,United States of America,English,"The simulator lands Clancy on a zombie-ravaged earth, where he meets the president, who's a fan of drugs and meditation.","The simulator lands Clancy on a zombie-ravaged earth, where he meets the president, who's a fan of drugs and meditation.",8,1182,"Adventure,Animation,Comedy"
tt12015040, Yasuke,"8,128",,30,TV Episode,Japan,Japanese,"When her young daughter is stricken by a mysterious malady, Ichika asks Yasuke to bring them upriver to a special doctor, but Yasuke refuses.","When her young daughter is stricken by a mysterious malady, Ichika asks Yasuke to bring them upriver to a special doctor, but Yasuke refuses.",7,183,"Action,Adventure,Animation"
tt12024574, Exatlon Challenge,"8,129",,\N,TV Episode,-,Turkish,"In Santo Domingo, Dominican Republic, the contestants face off in a heated challenge. The losing team must drink an extremely spicy sauce.","In Santo Domingo, Dominican Republic, the contestants face off in a heated challenge. The losing team must drink an extremely spicy sauce.",4.4,21,"Game-Show,Reality-TV,Sport"
tt12024850, Fatma,"8,130",,\N,TV Episode,Turkey,Turkish,"Seeking her husband Zafer's whereabouts, Fatma takes matters into her own hands and visits one of his old associates - but the meeting takes a turn.","Seeking her husband Zafer's whereabouts, Fatma takes matters into her own hands and visits one of his old associates - but the meeting takes a turn.",7.5,225,"Crime,Drama,Thriller"
tt12076288, Locke & Key,"8,155",,\N,TV Episode,United States of America,English,,-,,,"Drama,Fantasy,Horror"
tt12079134, Top Boy,"8,157",,\N,TV Episode,-,-,,-,,,"Crime,Drama,Thriller"
tt12111406, WWE's the Bump,"8,162",,90,TV Episode,-,English,"Otis and Mandy Rose will let the WWE Universe in on all the latest with them as they join the crew of WWE's The Bump. Also stopping by to chat will be Big Show, Christian, Io Shirai, William Regal and Irwin R. Schyster.","Otis and Mandy Rose will let the WWE Universe in on all the latest with them as they join the crew of WWE's The Bump. Also stopping by to chat will be Big Show, Christian, Io Shirai, William Regal and Irwin R. Schyster.",,,"Sport,Talk-Show"
tt12180304, Middleditch & Schwartz,"8,178",,52,TV Episode,United States of America,English,"An audience tale of love, music festivals and parking lots sets the stage for Thomas and Ben to act out a wild wedding.","An audience tale of love, music festivals and parking lots sets the stage for Thomas and Ben to act out a wild wedding.",9.1,493,Comedy
tt12192098, Into the Night,"8,181",,40,TV Episode,Belgium,-,"An ex-Army helicopter pilot, Sylvie, finds herself in the middle of a strange hijacking drama aboard her flight from Brussels to Moscow.","An ex-Army helicopter pilot, Sylvie, finds herself in the middle of a strange hijacking drama aboard her flight from Brussels to Moscow.",7.5,949,"Drama,Sci-Fi,Thriller"
tt12210716, Casi Feliz,"8,212",,24,TV Episode,Argentina,Spanish,,-,6.6,33,Comedy
tt12215378, Trailer Park Boys: The Animated Series,"8,222",,25,TV Episode,Canada,English,Ride-sharing hits a new high when Ricky attempts to go legit with a dope-smoking twist on Uber: Duber. But can the gang handle success - and Randy?,Ride-sharing hits a new high when Ricky attempts to go legit with a dope-smoking twist on Uber: Duber. But can the gang handle success - and Randy?,8.4,90,"Animation,Comedy"
tt12248126, Baahubali: Before the Beginning,"8,226",,\N,TV Episode,India,Tamil,,-,,,"Action,Adventure,Drama"
tt12281738, The Hollow,"8,228",,\N,TV Episode,Canada,English,,-,7.4,52,"Animation,Drama,Family"
tt12288450, NBC Sunday Night Football,"8,237",,\N,TV Episode,-,-,,-,6.6,10,Sport
tt12308240, The Woods,"8,245",,\N,TV Episode,Poland,Polish,"In 1994, summer camp reels from a brutal crime. Twenty-five years later, the police seek prosecutor Pawel Kopinski's help identifying a murder victim.","In 1994, summer camp reels from a brutal crime. Twenty-five years later, the police seek prosecutor Pawel Kopinski's help identifying a murder victim.",6.9,213,"Crime,Drama,Mystery"
tt12312272, Jeffrey Epstein: Filthy Rich,"8,246",,57,TV Episode,United States of America,English,"Survivors recount how Epstein abused, manipulated and silenced them as he ran a so-called molestation ""pyramid scheme"" out of his Palm Beach mansion.","Survivors recount how Epstein abused, manipulated and silenced them as he ran a so-called molestation ""pyramid scheme"" out of his Palm Beach mansion.",7.4,811,"Crime,Documentary"
tt12317210, Ju-on: Origins,"8,250",,28,TV Episode,Japan,Japanese,"A young actress is troubled by mysterious footsteps in her apartment. Intrigued, paranormal researcher Yasuo asks her to record the sounds.","A young actress is troubled by mysterious footsteps in her apartment. Intrigued, paranormal researcher Yasuo asks her to record the sounds.",6.5,333,"Horror,Mystery"
tt12326050, Chichipatos,"8,251",,\N,TV Episode,Colombia,Spanish,"Juanquini is a terrible magician who embarrasses his kids. But when he pulls off a most amazing trick, no one believes it - including the cops.","Juanquini is a terrible magician who embarrasses his kids. But when he pulls off a most amazing trick, no one believes it - including the cops.",4.6,12,Comedy
tt12378690, Rebecka Martinsson,"8,278",,45,TV Episode,-,Swedish,,-,6.5,79,"Crime,Drama,Mystery"
tt1238445, Meerkat Manor,"8,285",,23,TV Episode,-,-,"First in the series. With the family split having become permanent, Rocket Dog's Whiskers lose Zaphod and a large group of males, whilst Maybelline's small band The Aztecs are experiencing housing issues!","First in the series. With the family split having become permanent, Rocket Dog's Whiskers lose Zaphod and a large group of males, whilst Maybelline's small band The Aztecs are experiencing housing issues!",9,5,Documentary
tt12403046, Floor Is Lava,"8,305",,37,TV Episode,United States of America,English,"A mom and her twin children, three triplet brothers, and a trio of youth group pastors are tasked with getting across a perilous basement full of ancient artifacts.","A mom and her twin children, three triplet brothers, and a trio of youth group pastors are tasked with getting across a perilous basement full of ancient artifacts.",6.1,144,"Game-Show,Reality-TV"
tt12452222, Baki,"8,322",,24,TV Episode,Japan,Japanese,,-,7.2,65,"Action,Animation,Sport"
tt12478536, Move to Heaven,"8,338",,\N,TV Episode,South Korea,Korean,"A factory intern's fatal injury brings Han Jeong-u and Han Geu-Ru to his room, where his goals for the future and love for his parents come into view.","A factory intern's fatal injury brings Han Jeong-u and Han Geu-Ru to his room, where his goals for the future and love for his parents come into view.",9,64,Drama
tt12498938, Kipo and the Age of Wonderbeasts,"8,352",,\N,TV Episode,-,-,"Kipo flies off to find Scarlemagne and save her father. But first, she'll have to go through an old friend. Time to learn Timbercat survival skills.","Kipo flies off to find Scarlemagne and save her father. But first, she'll have to go through an old friend. Time to learn Timbercat survival skills.",7.9,111,"Action,Adventure,Animation"
tt12559206, Luis Miguel: La Serie,"8,389",,\N,TV Episode,Mexico,-,A desperate Luis Miguel struggles with finding out the truth about his mother's disappearance while he fights for his younger brother Sergio's custody.,A desperate Luis Miguel struggles with finding out the truth about his mother's disappearance while he fights for his younger brother Sergio's custody.,7.9,110,"Biography,Drama,History"
tt12565056, Rádio Coisa Mais Linda,"8,390",,\N,TV Episode,-,-,,-,,,\N
tt12624932, Colin in Black & White,"8,393",,\N,TV Episode,United States of America,English,,-,,,"Biography,Drama,Sport"
tt12632248, Snabba Cash,"8,402",,51,TV Episode,Sweden,Swedish,"The lives of an ambitious businesswoman, a charming mobster and a troubled teenager find themselves on a frantic quest with only one goal: to make money.","The lives of an ambitious businesswoman, a charming mobster and a troubled teenager find themselves on a frantic quest with only one goal: to make money.",7.4,145,"Action,Crime,Drama"
tt12650832, Cyberpunk: Edgerunners,"8,422",,\N,TV Episode,Poland,Japanese,,-,,,"Action,Adventure,Animation"
tt12660100, El robo del siglo,"8,435",,\N,TV Episode,Colombia,Spanish,"Two years after a robbery goes awry, Chayo plans the ultimate heist. In debt, juggling his career and family, Chayo visits Lawyer, an old partner. Lawyer suffering from two gunshots, during the last robbery, reluctantly ... Read all","Two years after a robbery goes awry, Chayo plans the ultimate heist. In debt, juggling his career and family, Chayo visits Lawyer, an old partner. Lawyer suffering from two gunshots, during the last robbery, reluctantly teams with Chayo.",7.2,112,"Crime,Drama,Thriller"
tt12668608, Wizards,"8,436",,24,TV Episode,United States of America,English,"After pushing a broom for centuries, Merlin's apprentice, Douxie, springs into action when the great sorcerer asks him to find the Guardians of Arcadia.","After pushing a broom for centuries, Merlin's apprentice, Douxie, springs into action when the great sorcerer asks him to find the Guardians of Arcadia.",8.3,158,"Action,Adventure,Animation"
tt12683266, ¡A cantar!,"8,457",,39,TV Episode,-,-,,-,6.8,5,"Game-Show,Music"
tt12690840, Tribes of Europa,"8,458",,49,TV Episode,Germany,German,"When an aircraft crashes nearby, siblings Liv, Elja and Kiano and the other Origines fall prey to the Crows, who seek a powerful Atlantian artifact.","When an aircraft crashes nearby, siblings Liv, Elja and Kiano and the other Origines fall prey to the Crows, who seek a powerful Atlantian artifact.",6.7,633,"Action,Adventure,Drama"
tt12755636, Immigration Nation,"8,462",,\N,TV Episode,United States of America,English,,-,7.3,81,Documentary
tt12764002, Tiny Creatures,"8,469",,25,TV Episode,-,-,,-,5.9,79,"Documentary,Drama,Family"
tt12785836, The Witcher: Blood Origin,"8,478",,\N,TV Episode,Hungary,English,,-,,,"Action,Adventure,Fantasy"
tt12791292, Jurassic World: Camp Cretaceous,"8,485",,24,TV Episode,United States of America,English,"After waiting his whole life to see dinosaurs, lucky Darius wins the chance to join five other campers on Isla Nublar for a once-in-a-lifetime adventure.","After waiting his whole life to see dinosaurs, lucky Darius wins the chance to join five other campers on Isla Nublar for a once-in-a-lifetime adventure.",7.1,403,"Action,Adventure,Animation"
tt12800052, Memorias de Idhún,"8,486",,\N,TV Episode,Spain,Spanish,"Jack wants to help when Victoria is stalked by Kirtash, but Alsan worries he'll put the mission at risk. Victoria discovers new aspects of her powers.","Jack wants to help when Victoria is stalked by Kirtash, but Alsan worries he'll put the mission at risk. Victoria discovers new aspects of her powers.",6.9,16,"Action,Animation,Fantasy"
